Tiêu đề,Giá,Diện tích,Giá/m2,Số phòng ngủ,Số phòng tắm,Địa chỉ,Ngày đăng
"Bán CC Prosper Plaza, 1,35 tỷ, 65m2, 2PN + 2WC, view đẹp, giá cực chất","1,35 tỷ",65 m²,"20,77 tr/m²",2,2,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
"Kinh doanh thua lỗ, bán gấp chung cư city gate 74m2, 2pn 2wc, giá 1ty680","1,68 tỷ",74 m²,"22,7 tr/m²",2,2,"Q. 8, Tp. Hồ Chí Minh",11/10/2025
"BÁN NHÀ & ĐẤT TRUNG TÂM CẦN GIỜ Ngay trung tâm Cần Thạnh, liền kề Vingroup Green Paradise,","3,5 tỷ",100 m²,35 tr/m²,N/A,N/A,"H. Cần Giờ, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà hẻm 6m Nguyễn Văn Linh, P. Tân Thuận Tây, Quận 7 80m2 4 tỷ 250",Thương lượng,80 m²,N/A,3,4,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
"Siêu vị trí! Bán nhà 2 MT Hoàng Việt, P4, Tân Bình - HDT 200tr/th - Giá 67 tỷ",67 tỷ,230 m²,"291,3 tr/m²",N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Mặt Tiền Vị Trí Siêu Đẹp - 50Tỷ - Mặt tiền / Nơ Trang Long 220m² / 9.5x22m - Xây được: Hầm + 7 Tầng,55 tỷ,220 m²,250 tr/m²,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
Bán đất kế khu tên lửa 85m2 ngang lớn 5m xe hơi tới nơi nhik 5 tỷ #tandatnhapho | 0918*589*234,"5,3 tỷ",85 m²,"62,35 tr/m²",N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Bán đất 94m2, 6tỷ6, Khu Chợ Vải, Phú Thọ Hoà, Tân Phú, 2 Mặt Thoáng","6,6 tỷ",94 m²,"70,21 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
Khu phân lô đồng bộ - đường 6m - nhà 4 tầng ngang 7m - 77m - nhỉnh 8 tỷ,"8,45 tỷ",77 m²,"109,74 tr/m²",4,5,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
Bán đất KDC số 1.Phường Thạnh Mỹ Lợi.Quận 2.Gần chợ.Trường Học.DT 8x17.5m. 10x17.5m. Giá 120 tr/m2.,"16,8 tỷ",140 m²,120 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán đất thổ cư sổ hồng, Xây Dựng Tự Do, MT Nguyễn Duy Trinh Quận 2 gần khu Đảo Kim Cương và Ba Son.","6,1 tỷ",58 m²,"105,17 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Mặt tiền Nguyễn Sơn, Quận Tân Phú - DT:13x30m - CTXD: Hầm 7 Tầng - HĐT:100trđ - Giá 63 tỷ",63 tỷ,390 m²,"161,54 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán tòa nhà mặt tiền ngay CMT8 , Tân Bình DT 747m2 hầm 10 tầng HĐT 350tr/th giá chỉ 135 tỷ",135 tỷ,747 m²,"180,72 tr/m²",N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Đất đường đình phong phú tăng nhơn phú,"5,8 tỷ",75.1 m²,"77,23 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà đẹp 3 tầng Tôn Thất Tùng, Quận 1 - Thiết kế sang trọng, tặng full nội thất - 121m2 - nở hậu","23,3 tỷ",120 m²,"194,17 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Bán NR tại Nguyễn Cửu Vân, 3,2 tỷ, 24,5 m2, giá ưu đãi, chính chủ","3,2 tỷ",24.5 m²,"130,61 tr/m²",1,1,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
4x10 nhà 5 tầng xe hơi ngủ nhà full nội thất đường trần thái tông p15 tân bình giá hơn 6tỷ,"6,5 tỷ",40 m²,"162,5 tr/m²",4,4,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Bán nhà 30 tỷ - căn góc 2MT gần đường Trương Văn Bang - Nguyễn Địa Lô,30 tỷ,136 m²,"220,59 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà mặt tiền đường số Đỗ Xuân Hợp, Ngang 8,5m x 23m. 2 mặt tiền trước sau giá tốt đường thông","14,5 tỷ",186 m²,"77,96 tr/m²",3,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh","Bán nhà mặt tiền đường số Đỗ Xuân Hợp, Ngang 8,5m x 23m. 2 mặt tiền trước sau giá tốt đường thông"
"Bán nhà mới xây 1 trệt 2 lầu + sân thượng - hẻm xe hơi, đường 24 linh đông, tp thủ đức","7,25 tỷ",66.3 m²,"109,35 tr/m²",3,3,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
Con gái bảo lãnh đi úc thiện chí bán- nhà 3tầng-hẻm 8m mai văn vĩnh-cạnh cư xá- 65m2-nhỉnh 7tỷ(tl),"7,5 tỷ",65 m²,"115,38 tr/m²",N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Mặt Tiền Hẻm KD Tốt Ngay ĐS 12 - Lê Văn Quới Bình Tân - 4mx17m - 3 Lầu - 5PN - Chỉ 6 Tỷ xíu,"6,38 tỷ",68 m²,"93,82 tr/m²",5,4,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
Bán nhà HXH mới đẹp 5 tầng sát vách Cityland Gò Vấp- dân trí- gần MT chỉ hơn 8 tỷ.,"8,5 tỷ",56 m²,"151,79 tr/m²",4,5,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 4 tầng hiệp bình chánh - thủ đức - đối diện giga mall., oto tới nhà","8,5 tỷ",80 m²,"106,25 tr/m²",4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Chdv trần bình trọng bình thạnh 84m2( 4,5 x 22), 4tang_ giá 9,8 tỷ tl","9,8 tỷ",84 m²,"116,67 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
Cơ hội hiếm có! Nhà 5 tầng Hương Lộ 2 Giá chỉ bằng nhà 3 tầng khu khác!,"7,3 tỷ",70 m²,"104,29 tr/m²",4,5,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Gấp Bán hạ 200tr, Hẻm Nhựa 8m, 2 Tầng Đúc, DT: 4.1 x 13 Vuông Vứt Ngay Chợ Tân Hương","6,3 tỷ",54 m²,"116,67 tr/m²",3,2,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Siêu phẩm nhà phố hẻm đường Nguyễn Duy Cung, phường 12, Quận Gò Vấp cũ đúc trệt, lửng, ba lầu","6,38 tỷ",45 m²,"141,78 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán NR 4PN + 4WC, 68m2, giá tốt tại Lý Thường Kiệt, Phường 15, Quận 11, TP.HCM","14,65 tỷ",68 m²,"215,44 tr/m²",4,4,"Q. 11, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà đường nhánh 10m Nguyễn Hữu Cảnh 3,5mx15m 50m2 13,5 tỷ, tin thật","13,5 tỷ",50 m²,270 tr/m²,N/A,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Hẻm ô tô ngủ trong nhà Huỳnh Văn Bánh, P11 - DTSD 140,2m2 -5 tầng, HDT 22 triệu/tháng giá 9,8 tỷ TL","9,8 tỷ",32 m²,"306,25 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
105m2 sổ 3 tầng BTCT hoàn công đủ. Biệt thự Cổ Hoàng Diệu. KDC dân trí cao chỉ 16.986 tỷ TL,"16,99 tỷ",105 m²,"161,81 tr/m²",5,5,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
"Nhà Nguyễn Duy Cung, Ngay Emart Gò Vấp, 70m2, 4Tỷ850","4,85 tỷ",70 m²,"69,29 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Bán căn hộ the view riviera point (tháp t8) [nhà thô suất nnn] - sát bên pmh- 91m2 -2pn giá 7.5 tỷ,"7,4 tỷ",91 m²,"81,32 tr/m²",2,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Bán căn hộ Western Capital 50m2 2pn1wc giá 2.350ty nhà trống bao sang tên,"2,35 tỷ",50 m²,47 tr/m²,N/A,1,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà đang cho thuê ngay Nguyễn Thái Sơn, Gò Vấp. Giá: 2 tỷ 610tr/ 62m2, sổ riêng, 0984555724","2,61 tỷ",62 m²,"42,1 tr/m²",3,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ đầu tư F0 bán đất mặt tiền 160m2/3 tỷ 700, Trần Não, quận 2, sổ hồng riêng từng nền","3,2 tỷ",160 m²,20 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Nhà phố đường An Dương Vương cách Võ Văn Kiệt 500m.nhân nhà ở ngày , đã có sổ. lh 0962000780","5,1 tỷ",48 m²,"106,25 tr/m²",N/A,N/A,"Q. 8, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà hẻm xe hơi đặng văn bi, p. bình thọ, tp. thủ đức diện tích: 7.5 x 25m công nhận: 191.2m²","21,5 tỷ",191.2 m²,"112,45 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Nhà 3 lầu, 4PN, 3WC hẻm xe hơi Nguyễn Văn Khối, Phường 11, Dt 84m2, Giá tốt 7.49 tỷ thương lượng","7,5 tỷ",84 m²,"89,29 tr/m²",4,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Cần bán gấp hxh 8m phạm văn bạch thông tân sơn 4*17m,"7,5 tỷ",68 m²,"110,29 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Nhà phố đường cô giang quận 1 mới 100% giá chỉ 7.1 tỷ,"7,1 tỷ",70 m²,"101,43 tr/m²",3,3,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Tân bình, nhà đẹp 4 tầng, hxh tránh 8m, phan huy ích, p15 (p, tân bình) vnđ. 8.450 tỷ tl chủ.","8,45 tỷ",60 m²,"140,83 tr/m²",4,5,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Nhà tân hòa đông - 44m2 - 2 tầng - 4x11 - 2pn - hxh - giáp tân phú,"4,4 tỷ",44 m²,100 tr/m²,2,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
Nhà phố đường cô giang quận 1 mới 100% giá chỉ 7.1 tỷ,"7,1 tỷ",70 m²,"101,43 tr/m²",3,3,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Tân bình, nhà đẹp 4 tầng, hxh tránh 8m, phan huy ích, p15 (p, tân bình) vnđ. 8.450 tỷ tl chủ.","8,45 tỷ",60 m²,"140,83 tr/m²",4,5,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Nhà tân hòa đông - 44m2 - 2 tầng - 4x11 - 2pn - hxh - giáp tân phú,"4,4 tỷ",44 m²,100 tr/m²,2,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà cấp 4 lê văn sỹ - 37m2 4x9m, 4pn 2wc, sát hxh - 8 tỷ",8 tỷ,37 m²,"216,22 tr/m²",4,3,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
Chỉ 5.8 tỉ - bán nhà 3 tâng đúc btct- mới xây 2025-3 pn- gần lotte - sát mặt tiền,"5,8 tỷ",44 m²,"131,82 tr/m²",3,3,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Đường Thích Quảng Đức Quận Phú Nhuận, 5 tầng BTCT 6 ngủ 5 wc xe hơi tới nhà nhà mới ở ngay",10 tỷ,56 m²,"178,57 tr/m²",N/A,5,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
Bán Nhà hẻm 366/ Lê Văn Quới [4m x 17m] 3 lầu 5PN - 5WC chính chủ bán gấp,"7,8 tỷ",70 m²,"111,43 tr/m²",5,4,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
Nhà 4 tầng. Gara ô tô. Đường tô ngọc vân. Ngay chợ Minh Nghệ. Khu dân cư Vạn xuân,7 tỷ,71.5 m²,"97,9 tr/m²",4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
Siêu phẩm 5 tầng hxh sát mặt tiền thích quảng đức nhỉn 8 tỷ,"8,2 tỷ",30 m²,"273,33 tr/m²",3,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Phan huy ích - tân bình - ngang 5m x 9m , 3 tầng , 3pn - sân thượng - giá 6,01 tỷ tl","5,9 tỷ",45 m²,"131,11 tr/m²",3,3,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
"Nhà 2 tầng đường nhựa 8 m, 502 HT Phát Quận 7. 5*16, 79 m2 hơn 9 tỷ.","9,8 tỷ",79 m²,"124,05 tr/m²",2,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Bán nhà gần cityland lotemart 1/ đường số 1 p16 gò vấp,"6,48 tỷ",54.8 m²,"118,25 tr/m²",3,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Nhà Siêu Đẹp HXH , thông giá siêu tốt , đẹp lộng lẫy , Hồ học Lãm , Bình Tân",4 tỷ,66 m²,"60,61 tr/m²",3,3,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Chỉ có duy nhất 1 căn siêu sát MT đường Số 10, P.An Khánh Quận 2.Giá 6tỷ360/96,25m2. Sổ sẵn.",Thương lượng,96.25 m²,N/A,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 4 tầng full nội thấtmới 100% đẹp lung linh - khu dân cư cao cấp - chỉ 6,68 tỷ","6,68 tỷ",60 m²,"111,33 tr/m²",4,5,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
LÔ DUY NHẤT!!! Bán đất địa chỉ 203/40 Đặng Thuỳ Trâm - 6x20 Cn 120m2 - Dòng tiền ổn định,16 tỷ,120 m²,"133,33 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Duy nhất 1 lô - bán đất góc 2 mặt tiền đường 64 Bình Trưng Đông, Q2 (TP. Thủ Đức)","9,5 tỷ",80 m²,"118,75 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán đất mặt tiền đường số 11, phường Long Bình, quận 9",26 tỷ,224.7 m²,"115,71 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
Gấp bán! nhà đẹp hxh tân bình - khu vip p.8 - giá chỉ 7.1 tỷ,"7,1 tỷ",47 m²,"151,06 tr/m²",2,2,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Hẻm Ô TÔ Trần Thị Nghỉ- NGAY KDC Cityland- 60m2-4PN FULL nội thất. Alo 0389896386,"7,7 tỷ",60 m²,"128,33 tr/m²",4,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà mới 4 tầng HXH Phú Thọ Hòa, P. Phú Thọ Hòa, Q. Tân Phú chỉ 7.2 tỷ","7,2 tỷ",62 m²,"116,13 tr/m²",4,5,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán gấp đi định cư, HXH tránh nhau Huỳnh Văn Bánh, PN - DT: 3x15m=45m2 (Vuông), 4 tầng - Chỉ 9,9 tỷ","9,9 tỷ",45 m²,220 tr/m²,N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
QUANG TRUNG GÒ VẤP | 40m2(4x10) Vuông A4 | 2 Tầng 2 PN | 5.35T TL chính chủ Kết cấu 1 trệt 1 lầu g,"5,35 tỷ",40 m²,"133,75 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Nhà mới, đẹp! HXH Đặng Văn Ngữ, Phú Nhuận - DT: 41 m2 - 4 Tầng - Vuông vức - Chỉ 9,5 tỷ. 0935654053","9,5 tỷ",41 m²,"231,71 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Vị trí vip ngay MT Nguyễn Gia Trí, Bình Thạnh (8 x 20m) HĐT 45tr/tháng, bán 22 tỷ TL, đường 20m",22 tỷ,160 m²,"137,5 tr/m²",1,1,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Nhà Tiện Xây Mới Theo Ý gần Hồng Bàng - Quận 6, 2 tầng, Hẻm 5m Thông, 4x13m, Nhỉnh 5 Tỷ.","5,7 tỷ",54 m²,"105,56 tr/m²",2,2,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
"Khan hiếm! Cách MT 1 căn Trần Quốc Toản, Q3 ngang khủng 15m (DT: 125m2) sẵn 4 tầng. Chỉ 25 tỷ TL.",25 tỷ,123 m²,"203,25 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Bán đất nền dự án Phú Xuân Cotec, 37 triệu / m2, 100m2, tại Đường Huỳnh Tấn Phát, Nhà Bè, HCM","3,7 tỷ",100 m²,37 tr/m²,N/A,N/A,"H. Nhà Bè, Tp. Hồ Chí Minh",11/10/2025
"Bán đất 105m2 tại An Phú, Quận 2, 18,5 tỷ","18,5 tỷ",105 m²,"176,19 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Hiếm ! bán nhà mặt tiền nguyễn trung trực, 78m2, 4 tầng, chỉ 9.99 tỷ","9,99 tỷ",78 m²,"128,08 tr/m²",4,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà mới 4 tầng HXH Phú Thọ Hòa, P. Phú Thọ Hòa, Q. Tân Phú chỉ 7.2 tỷ","7,2 tỷ",62 m²,"116,13 tr/m²",4,5,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán gấp đi định cư, HXH tránh nhau Huỳnh Văn Bánh, PN - DT: 3x15m=45m2 (Vuông), 4 tầng - Chỉ 9,9 tỷ","9,9 tỷ",45 m²,220 tr/m²,N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
QUANG TRUNG GÒ VẤP | 40m2(4x10) Vuông A4 | 2 Tầng 2 PN | 5.35T TL chính chủ Kết cấu 1 trệt 1 lầu g,"5,35 tỷ",40 m²,"133,75 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Nhà mới, đẹp! HXH Đặng Văn Ngữ, Phú Nhuận - DT: 41 m2 - 4 Tầng - Vuông vức - Chỉ 9,5 tỷ. 0935654053","9,5 tỷ",41 m²,"231,71 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Vị trí vip ngay MT Nguyễn Gia Trí, Bình Thạnh (8 x 20m) HĐT 45tr/tháng, bán 22 tỷ TL, đường 20m",22 tỷ,160 m²,"137,5 tr/m²",1,1,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Nhà Tiện Xây Mới Theo Ý gần Hồng Bàng - Quận 6, 2 tầng, Hẻm 5m Thông, 4x13m, Nhỉnh 5 Tỷ.","5,7 tỷ",54 m²,"105,56 tr/m²",2,2,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
"Khan hiếm! Cách MT 1 căn Trần Quốc Toản, Q3 ngang khủng 15m (DT: 125m2) sẵn 4 tầng. Chỉ 25 tỷ TL.",25 tỷ,123 m²,"203,25 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Bán đất nền dự án Phú Xuân Cotec, 37 triệu / m2, 100m2, tại Đường Huỳnh Tấn Phát, Nhà Bè, HCM","3,7 tỷ",100 m²,37 tr/m²,N/A,N/A,"H. Nhà Bè, Tp. Hồ Chí Minh",11/10/2025
"Bán đất 105m2 tại An Phú, Quận 2, 18,5 tỷ","18,5 tỷ",105 m²,"176,19 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Hiếm ! bán nhà mặt tiền nguyễn trung trực, 78m2, 4 tầng, chỉ 9.99 tỷ","9,99 tỷ",78 m²,"128,08 tr/m²",4,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
Mặt tiền kd-hậu giang q6-nhà 3 tầng 122m2(4x31)-giá 17.8 tỷ,"17,8 tỷ",122 m²,"145,9 tr/m²",4,3,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Bán căn góc 2 mặt tiền Cityland 32 tỷ,32 tỷ,135 m²,"237,04 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chưa qua đầu tư- Mặt tiền Trần Đình Xu, P. Cô Giang, Quận 1- 7.5x20m(150m2)-XD: Hầm+7 tầng- 50.5 tỷ","50,5 tỷ",150 m²,"336,67 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà mặt phố Đường Cách Mạng, Tân Thành, Tân Phú, Hồ Chí Minh, 9,9 tỷ, 56 m2","9,9 tỷ",56 m²,"176,79 tr/m²",4,5,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Hot GIẢM 2,5TỶ - Bán gấp Mặt Tiền ngay Tô Hiến Thành, Q10 hầm 5 lầu thu nhập 60tr, giá chỉ 12ty3","12,3 tỷ",50 m²,246 tr/m²,N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
"Siêu phẩm! Bán toà nhà VP hầm 4 tầng ngay đường Trần Não, Quận 2, DT 10x18m, HĐT: 120tr/tháng",Thương lượng,180 m²,N/A,5,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà gần chợ tân sân - khu víp phạm văn bạch - hxh- 2tầng- 77m2- nhỉnh 8 tỷ tl.,","8,3 tỷ",77 m²,"107,79 tr/m²",3,3,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Siêu rẻ! Bán nhà cấp 4 Đường Phạm Viết Chánh - DT 15 x 26m (XD hầm 7 tầng) khu Phố Nhật - Giá 58 tỷ,58 tỷ,390 m²,"148,72 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
Bán nhà hẻm 5m đuuongf nguyễn tiếu la quân 10 giá 8.9 tỷ,"8,9 tỷ",57 m²,"156,14 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
Bán nhà riêng tiện xây mới hẻm 1419/ lê văn lương nhà bè,"4,1 tỷ",79 m²,"51,9 tr/m²",1,1,"H. Nhà Bè, Tp. Hồ Chí Minh",11/10/2025
Nhà bán quận 8 - 74m2 - 4 phòng ngủ - sổ hồng riêng - nhỉnh 5 tỷ,"5,1 tỷ",74.3 m²,"68,64 tr/m²",4,2,"Q. 8, Tp. Hồ Chí Minh",11/10/2025
Chỉ hơn 5tỷ nhà 4 tầng ngay chợ thạch đà phường 14 Gò Vấp,"5,95 tỷ",44 m²,"135,23 tr/m²",3,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Nhà 9 x 18m - xây 5 tầng - gần nguyễn thị định - 13.9 tỷ.,"13,9 tỷ",164 m²,"84,76 tr/m²",5,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 3 tầng sát Đại Lộ III, phường Phước Bình, Quận 9, 93 m2, nhỉnh 9 tỷ","10,9 tỷ",93 m²,"117,2 tr/m²",3,3,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
Nhà đẹp lung linh 4 tầng btct kiên cố sổ nở hậu chỉ hơn 4 tỷ giáp tân phú,"4,4 tỷ",32 m²,"137,5 tr/m²",3,2,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Quá rẻ!!! hxh đỗ cửa, hoàng hoa thám, phú nhuận, ở/kd nhỉnh 8,x tỷ (tl). có sẵn dòng thu 25tr/th.","8,7 tỷ",40 m²,"217,5 tr/m²",N/A,5,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
Nhà Mặt Tiền Hẻm 10M Thông Góc Võ Văn Kiệt - Phú Định Q8- 2 Tầng- 4x10m-2PN-2WC-5.3 tỉ ( TL) AH110,"5,3 tỷ",45 m²,"117,78 tr/m²",2,2,"Q. 8, Tp. Hồ Chí Minh",11/10/2025
"Nhà đẹp giá tốt bình thới, quận 11 - 2 pn - 2 wc - hẻm xe hơi - khu an ninh sạch sẽ","5,8 tỷ",45 m²,"128,89 tr/m²",2,2,"Q. 11, Tp. Hồ Chí Minh",11/10/2025
"VÔ Ở NGAY! Nhà đẹp ban công cực chill gần công viên Hoàng Văn Thụ, PN - 28m2 - 3 Tầng. Chỉ 5,98 tỷ!","5,98 tỷ",28 m²,"213,57 tr/m²",3,3,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
Nhà Quang Trung p11 dt 3x8m 1 lầu,"2,8 tỷ",24 m²,"116,67 tr/m²",2,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chú Nam cần bán nhà đường Nguyễn Văn Lượng -P17-Gò Vấp 67,5m2(5x13,5m) nhà 3 lầu , có sổ sẵn","2,65 tỷ",67.5 m²,"39,26 tr/m²",4,5,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà hẻm xe ô tô - lạc long quân, p. tân hòa, tân bình",13 tỷ,50.6 m²,"256,92 tr/m²",4,5,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
"Bán Nhà Riêng tại Đường Hoàng Diệu 2, Linh Trung, Thủ Đức DT 451 m2. Giá - Vị trí Cực Hiếm.",43 tỷ,451 m²,"95,34 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà quận 8 an dương vương xe hơi đậu cửa 52m2 4,5x11,5m 4 tầng 4pn pháp lý chuẩn hc đủ nhỉnh 5t","5,8 tỷ",52 m²,"111,54 tr/m²",4,3,"Q. 8, Tp. Hồ Chí Minh",11/10/2025
"Bán Nhà riêng tại Đất Mới,2 mặt tiền -HXH 5m- Bình Trị Đông, Bình Tân, 3,95 tỷ, 48m2","3,95 tỷ",48 m²,"82,29 tr/m²",2,2,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà siêu đẹp phan văn khỏe, p.2, quận 6 giá 3 tỷ 750 hđ thuê 22tr/th - 77m2, sổ hồng riêng","3,75 tỷ",77 m²,"48,7 tr/m²",3,4,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Nhà lạc long quân - tân bình- vị trí cực đẹp - cách 1 căn hẻm xe hơi - nhà 3 tầng 4pn. nhỉnh 6 tỷ.,"6,65 tỷ",48 m²,"138,54 tr/m²",4,3,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
